G0A1A0;Sainte-Christine-D Auvergne
J5A1A0;St.-Constant
J5C0A1;Sainte-Catherine
J5C1A0;Ste-Catherine
J5C1G6;Ste. Catherine
J5K0B3;St Colomban
J5K0B9;St-Colomban
J5L0A1;Saint-JÉRÔME
J5L0A2;SAINT-JÉRÔME
J5L0B1;Saint-Jerome
J5L0B8;Lafontaine
J5M0A2;Saint-Lin-Laurentides
J5R0A1;Candiac
J5R4V0;Laprairie
J5V0A1;Louiseville
J5W1B1;Saint-Sulpice
J5W4Z4;Saint-Gerard-Majella
J5X0A1;L ÉPIPHANIE
J5Y0A1;Repentigny
J5Z0A1;Le Gardeur
J5Z1A1;Charlemagne
J6E0A1;SAINT-CHARLES-BORROMÉE
J6E0A2;Joliette
J6E0A7;Notre-Dame-Des-Prairies
J6E0B6;Saint-Charles-Borromee
J6E3H2;St-Paul
J6E4M7;St-Charles-Borromee
J6J0A2;Châteauguay-Centre
J6J2A8;Chateauguay
J6N0A2;Beauharnois
J6N1A1;Léry
J6N1E0;Maple Grove
J6N1G0;Lery
J6N3C1;Salaberry-De-Valleyfield
J6N3G3;Maple-Grove
J6S0B9;Grande-Ile
J6S0G3;Saint-Timothée
J6S1A1;Grande-Île
J6S1B2;Valleyfield
J6S2C8;Saint-Timothee
J6S4Y7;Grande Ile
J6X1X0;St-Louis De Terrebonne
J6Y0E4;Bois Des Filions
J6Y0E6;Saint-Louis-De-Terrebonne
J6Z0A1;Bois-Des-Filion
J6Z1C1;St.-Therese-De-Blainville
J6Z1G0;Ste-Therese-De-Blainville
J6Z4B5;Saint Therese-De-Blainville
J6Z4N9;Rosemere
J7A0A0;Rosemère
J7A0A1;Blainville
J7A1A6;ROSEmère
J7C2M0;Ste.-Therese-De-Blainville
J7C4Z4;Sainte-THÉRÈSE
J7E0A2;Sainte-THÉRÈSE-De-Blainville
J7E1E9;Sainte-Therese
J7G1A1;Boisbriand
J7N0B4;Sainte-Scholastique
J7P0A1;Saint-Eustache
J7P1A1;St.-Eustache
J7P2B2;St-Eustache
J7R0A2;Deux-Montagnes
J7R1N0;Deux Montagnes
J7T1A1;LES Cèdres
J7T1A2;Les Cèdres
J7V0A1;Vaudreuil-Dorion
J7V0A3;Pincourt
J7V0H3;Terrasse-Vaudreuil
J7V1E0;Vaudreuil
J7V1V0;Dorion Vaudreuil
J7V2C8;Dorion-Vaudreuil
J7V2L0;Dorion
J7V3B4;L Ile-Perrot
J7V3G0;Ile Perrot
J7V3H6;NOTRE-DAME-DE-L Île-PERROT
J7V7M4;Notre-Dame-De-L Île-Perrot
J7V9L8;Notre-Dame-De-L Ile-Perrot
J7V9R7;Vaudreuil-Sur-Le-Lac
J7X1A1;Les Côteaux
J7X1A3;Les Coteaux
J7Y1E4;St.-Jerome
J7Y2H1;St-Jerome
J7Y3V3;St Jerome
J7Z2L2;Saint-Antoine
J7Z3B7;St-Antoine-Des-Laurentides
J7Z4M0;St.-Antoine
J7Z7N2;St-Antoine
J7Z7S3;Saint-Antoine-Des-Laurentides
J8B0A1;SAINTE-ADÈLE
J8B0A8;Sainte-ADÈLE
J8B0B2;Sainte-Adele
J8B1C1;Sainte-Marguerite-Station
J8C0A1;Sainte-Agathe-Des-Monts
J8C1K0;Ste.-Agathe-Des-Monts
J8C2J0;Sainte-Agathe-Nord
J8C2Y4;Sainte-Agathe-Sud
J8C2Z8;Ivry-Sur-Le-Lac
J8C3A4;Ste-Agathe-Des-Monts
J8E0B3;Lac Mercier
J8G0A1;Brownsburg-Chatham
J8G1J8;Chatham
J8G1V1;Ayersville
J8G1V6;Lachute
J8G2S4;Harrington
J8G3H1;Grenville-Sur-La-Rouge
J8H0A2;Wentworth
J8L0A1;L Ange-Gardien
J8L0A2;Gatineau
J8L0A6;Mayo
J8L1A8;Buckingham
J8M1G3;Masson-Angers
J8N0A2;Val-Des-Monts
J8P1Z0;Templeton
J8T0A4;Pointe Gatineau
J8T1M0;Gatineau Point
J8X1A6;Hull
J9B2H0;Lac-Meach
J9E1A0;Egan-Sud
J9E1A1;Maniwaki
J9E2V7;LAC-DELAGE
J9E3A9;Bois-Franc
J9H0B2;Aylmer
J9H6W6;Aylmer C.P
J9L0A2;Mont-Laurier
J9L0B6;Mont Laurier
J9P0A1;Val-D Or
J9P0A3;Atikamek
J9P1M9;Val D Or
J9P4N7;Dubuisson
J9T1A1;Amos
J9V1E1;Duhamel-Ouest
J9X1E0;Rouyn Noranda
J9X2G0;Lac-Dufault
J9Z0A1;La Sarre
T0B4N1;Viking
V0P1J0;Kyuquot
V5E2P9;Burnaby
V6B1R8;Vancouver
V7H3M2;North Vancouver
V8Y2K3;Victoria
B4P1E3;Wolfville
C0B8G4;Harmony
E2E1L7;Quispamsis
G0P1Y0;Saint-Séverin-De-Beauce
J0K3N0;Saint-Zénon
K1K4V6;Ottawa
K1V1W8;Gloucester
K7A0K2;Montague
K9V4S3;Lindsay
L0M1T0;Angus
L0N1S2;Shelburne
L0R1T0;Hamilton
L0R2H0;Dundas
L0S1B0;Crystal Beach
M6S3A8;Toronto
M6S4M5;York
M8V3E8;Etobicoke
M9L2W5;North York
N0E3N0;Windham
N0M1M4;Crediton
N0M2M0;Beachville
N1G4C2;Guelph
N1R5S5;Cambridge
N2M2V9;Kitchener
N3P1J4;Brantford
N3W2B2;Caledonia
N5X1L3;London
P0A1X0;South River
R0H0H1;Portage La Prairie
S0C3K0;Midale
S4V3V9;Regina
T0A0A0;Abee
T5P6B3;Edmonton
T9J0J3;Fort Mcmurray
V0H1Z0;Summerland
V6N3E7;W Vancouver
B0W2C9;Argyle
E4E1F7;Parlee Brook
E4R2R1;Renouard Point
E5E2K7;Welshpool
J0T2J1;Saint-Donat
L0B9B0;Nestleton Station
L0K1E0;Orillia
L0K4J9;Coldwater
L4M4Y8;Oro
N0L3H4;Iona Station
P8N2W0;Kenora
R0J1E6;Strathclair
R0L2P0;Minitonas
R0M2I0;Griswold
R7B2I2;Brandon
R9A3R2;The Pas
S0N2B1;Cypress Hills Park
S7K3R2;Saskatoon
S9A1B7;North Battleford
T1Y3R2;Calgary
T7Y1R3;Stony Plain
T8E2M0;Ardrossan
T8N5B6;St Albert
V1C3S7;Cranbrook
V3W1S9;Surrey
V4B8H6;White Rock
B0N2X0;Mount Uniacke
B1T6J4;Christmas Island
B2J3H6;North Fourchu
B2S0B9;East Gore
B3G1C8;Eastern Passage
B4R0A2;Coldbrook
E1E0C7;Moncton
G8K2P8;Saint-Félicien
H2B4B3;Sault-Au-Récollet
K8A6W8;Pembroke
L0C1G1;Uxbridge
L0E1F0;Pefferlaw
L0M2X0;Glencairn
L1V0C2;Pickering
M4J1X7;East York
N0G2I2;Wroxeter
N4B2C0;Delhi
P0B2M0;Huntsville
P0N1A6;Porcupine
R2L1P7;Winnipeg
R4H0A9;Headingley
S0N2M0;Eastend
V8C0A1;Kitimat
B1G0B4;Dominion
B3L5S8;Halifax
E4A4A0;Chipman
E8B2P2;Val-D Amour
J0L1E2;Saint-Patrice-De-Sherrington
